date,side,type_raw,model,platform_class,status,location,lat,lon,unit_text,unit_canonical,tags,source,source_url,retrieved_at,count
2025-08-11,RU,Infantry fighting vehicles,BMP-3 688A-sb6-2KP,IFV,destroyed,,,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-11/1,2025-09-08T19:57:03+00:00,1
2025-08-11,RU,Drones,'Feniks' reconnaissance UAV,UAV,destroyed,,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-11/1,2025-09-08T19:57:03+00:00,1
2025-08-11,RU,Self-propelled artillery,120mm 2S23 'Nona-SVK',SPG,destroyed,"Novovodiane, Svatove raion",49.25827,38.09071,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-11/1,2025-09-08T19:57:03+00:00,1
2025-08-11,RU,Infantry fighting vehicles,BMD-4M,IFV,destroyed,"Kreminna, Siverskodonetsk raion",49.06278,38.24336,VDV (Russian Airborne Forces),VDV (Russian Airborne Forces),Turretless,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-11/1,2025-09-08T19:57:03+00:00,1
2025-08-11,RU,Infantry mobility vehicles,AMN-233114 'Tigr-M' with 'Arbalet-DM',Infantry mobility vehicles,destroyed,"Serebrianka reserve, Siverskodonetsk raion",,,Leningrad Military District,Leningrad Military District,"Z, ☐, ◇",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-11/1,2025-09-08T19:57:03+00:00,1
2025-08-11,RU,Transport,Ural-4320,Truck,destroyed,"Serebrianka reserve, Siverskodonetsk raion",,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-11/1,2025-09-08T19:57:03+00:00,1
2025-08-12,RU,Towed artillery,122mm 2A18 D-30 howitzer,TowedArtillery,destroyed,,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-12/1,2025-09-08T19:57:07+00:00,1
2025-08-12,RU,Transport,KamAZ 4x4,Truck,destroyed,Donetsk oblast,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-12/1,2025-09-08T19:57:07+00:00,1
2025-08-12,RU,Transport,GAZ-3308 'Sadko',Truck,destroyed,"Kupiansk raion, Kharkiv oblast",,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-12/1,2025-09-08T19:57:07+00:00,1
2025-08-12,RU,Transport,Ural-43206,Truck,destroyed,"Kupiansk raion, Kharkiv oblast",,,153rd Tank Regiment,153rd Tank Regiment,"Z, Cope cage, ◇",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-12/1,2025-09-08T19:57:07+00:00,1
2025-08-12,RU,Transport,KamAZ 6x6,Truck,destroyed,"Chmyrivka, Starobilsk raion",49.305667,38.924611,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-12/1,2025-09-08T19:57:07+00:00,1
2025-08-13,RU,Towed artillery,100mm 2A29 MT-12 'Rapira' anti-tank gun,TowedArtillery,destroyed,,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-13/1,2025-09-08T19:57:21+00:00,1
2025-08-13,RU,Transport,Ural-4320,Truck,destroyed,,,,Southern Military District,Southern Military District,"Z, Cope cage, ☐",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-13/1,2025-09-08T19:57:21+00:00,1
2025-08-13,RU,Towed artillery,122mm 52-P-472 D-74 field gun,TowedArtillery,destroyed,,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-13/1,2025-09-08T19:57:21+00:00,1
2025-08-13,RU,Infantry fighting vehicles,BMP-2 675-sb3KDZ,IFV,destroyed,,,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-13/1,2025-09-08T19:57:21+00:00,1
2025-08-13,RU,Transport,Ural-4320,Truck,destroyed,,,,Southern Military District,Southern Military District,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-13/1,2025-09-08T19:57:21+00:00,1
2025-08-14,RU,Transport,ATS-59G artillery tractor,Truck,destroyed,"Balka Zhuravka (Nevske), Svatove raion",,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-14/1,2025-09-08T19:57:24+00:00,1
2025-08-14,RU,"Command posts, communication",1V16(M) artillery command vehicle (for 1V12(M) 'Mashina-S'/'Faltset' fire control system),C2,destroyed,"Siverskodonetsk raion, Luhansk oblast",,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-14/1,2025-09-08T19:57:24+00:00,1
2025-08-14,RU,Infantry fighting vehicles,MT-LBM 6MB,IFV,destroyed,,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-14/1,2025-09-08T19:57:24+00:00,1
2025-08-14,RU,Transport,KamAZ 6x6,Truck,destroyed,,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-14/1,2025-09-08T19:57:24+00:00,1
2025-08-14,RU,Transport,KamAZ 6x6,Truck,destroyed,,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-14/1,2025-09-08T19:57:24+00:00,1
2025-08-14,RU,Transport,KamAZ 6x6,Truck,destroyed,Luhansk oblast,,,Southern Military District,Southern Military District,"Z, ☐",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-14/1,2025-09-08T19:57:24+00:00,1
2025-08-15,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,"Zolota Nyva, Volnovakha raion",47.795775,36.982185,,,"V, Cope cage, ☐, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-15/1,2025-09-08T19:57:28+00:00,1
2025-08-15,RU,Transport,Ural-4320,Truck,destroyed,"Rozlyv, Volnovakha raion",47.97036,37.008076,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-15/1,2025-09-08T19:57:28+00:00,1
2025-08-15,RU,Transport,Ural-4320,Truck,destroyed,"Pokrovsk raion, Donetsk oblast",,,,,"V, ☐",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-15/1,2025-09-08T19:57:28+00:00,1
2025-08-15,RU,Transport,Ural-4320,Truck,destroyed,"Svatove raion, Luhansk oblast",,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-15/1,2025-09-08T19:57:28+00:00,1
2025-08-15,RU,Transport,Ural-4320,Truck,destroyed,"Stelmakhivka, Svatove raion",49.463,37.898222,,,"Z, Cope cage, ◇, Jammer, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-15/1,2025-09-08T19:57:28+00:00,1
2025-08-15,RU,Infantry fighting vehicles,Unknown IFV,IFV,destroyed,"Popiv Yar, Kramatorsk raion",48.399,37.4508,,,Turtle,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-15/1,2025-09-08T19:57:28+00:00,1
2025-08-16,RU,Tanks,T-80BV,MBT,destroyed,"Lyman Pershyi, Kupiansk raion",49.791743,37.686,,,"Mine plow/roller, Cope cage",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-16/1,2025-09-08T19:57:42+00:00,1
2025-08-16,RU,Tanks,Unknown tank,MBT,destroyed,"Lyman Pershyi, Kupiansk raion",49.7807356,37.679517,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-16/1,2025-09-08T19:57:42+00:00,1
2025-08-16,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,"Lyman Pershyi, Kupiansk raion",49.78093,37.67948,,,"Cope cage, Expanded cabin",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-16/1,2025-09-08T19:57:42+00:00,1
2025-08-16,RU,Infantry fighting vehicles,MT-LBu,IFV,destroyed,"Lyman Pershyi, Kupiansk raion",49.78093,37.67948,,,"Cope cage, Expanded cabin",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-16/1,2025-09-08T19:57:42+00:00,1
2025-08-16,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,"Lyman Pershyi, Kupiansk raion",49.78093,37.67948,,,"Cope cage, Jammer, Expanded cabin",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-16/1,2025-09-08T19:57:42+00:00,1
2025-08-16,RU,Transport,Ural-63704-0010 'Tornado-U',Truck,destroyed,"Zvannoe, Glushkovo raion",51.384925,34.541534,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-16/1,2025-09-08T19:57:42+00:00,1
2025-08-16,RU,Transport,Unknown truck,Truck,destroyed,"Prohres, Pokrovsk raion",48.249922,37.50163,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-16/1,2025-09-08T19:57:42+00:00,1
2025-08-16,RU,Tanks,Unknown tank,MBT,destroyed,"Polohy, Polohy raion",47.524712,36.253234,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-16/1,2025-09-08T19:57:42+00:00,1
2025-08-16,RU,Tanks,Unknown tank,MBT,destroyed,Donetsk oblast,,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-16/1,2025-09-08T19:57:42+00:00,1
2025-08-16,RU,Towed artillery,Unknown towed artillery,TowedArtillery,destroyed,Donetsk oblast,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-16/1,2025-09-08T19:57:42+00:00,1
2025-08-16,RU,Transport,Ural-4320,Truck,destroyed,"Zhuryatino, Rylsk raion",51.618002,34.70383,,,"Cope cage, Jammer",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-16/1,2025-09-08T19:57:42+00:00,1
2025-08-16,RU,Transport,UAZ-39094 'Fermer',Truck,destroyed,"Zhuryatino, Rylsk raion",51.61999,34.70657,,,"Z, ☐",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-16/1,2025-09-08T19:57:42+00:00,1
2025-08-16,RU,Transport,Greatwall Poer King Kong pickup truck,Truck,destroyed,"Zhuryatino, Rylsk raion",51.61999,34.70657,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-16/1,2025-09-08T19:57:42+00:00,1
2025-08-16,RU,Transport,KamAZ 6x6,Truck,destroyed,"Zhuryatino, Rylsk raion",51.617417,34.703056,,,Shattered,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-16/1,2025-09-08T19:57:42+00:00,1
2025-08-17,RU,Tanks,T-72*,MBT,destroyed,"Tavilzhanka, Kupiansk raion",49.833116,37.775933,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-17/1,2025-09-08T19:57:46+00:00,1
2025-08-17,RU,Transport,KamAZ 6x6,Truck,destroyed,"Svatove raion, Luhansk oblast",,,,,"Z, Cope cage, Jammer",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-17/1,2025-09-08T19:57:46+00:00,1
2025-08-17,RU,Tanks,T-72B3 Obr. 2025,MBT,destroyed,"Terny, Kramatorsk raion",,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-17/1,2025-09-08T19:57:46+00:00,1
2025-08-17,RU,Rocket and missile artillery,107mm Type 75 towed MRL,MLRS,destroyed,Kharkiv oblast,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-17/1,2025-09-08T19:57:46+00:00,1
2025-08-17,RU,Infantry fighting vehicles,BTR-82AT,IFV,destroyed,Donetsk oblast,,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-17/1,2025-09-08T19:57:46+00:00,1
2025-08-17,RU,Tanks,Unknown tank,MBT,destroyed,"Remivka, Polohy raion",47.69197,36.70689,,,Turtle,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-17/1,2025-09-08T19:57:46+00:00,1
2025-08-18,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,Donetsk oblast,,,,,"Cope cage, Expanded cabin",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-18/1,2025-09-08T19:57:49+00:00,1
2025-08-18,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,Donetsk oblast,,,,,"Cope cage, Expanded cabin",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-18/1,2025-09-08T19:57:49+00:00,1
2025-08-18,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,Donetsk oblast,,,,,"Cope cage, Expanded cabin",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-18/1,2025-09-08T19:57:49+00:00,1
2025-08-19,RU,Other,Fuel train tank(s),Other,destroyed,"Ostrykivka, Polohy raion",47.216867,35.898605,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-19/1,2025-09-08T19:58:03+00:00,1
2025-08-19,RU,Transport,KamAZ 4x4,Truck,destroyed,"Donetsk, Donetsk raion",47.958161,37.793045,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-19/1,2025-09-08T19:58:03+00:00,1
2025-08-19,RU,Drones,Supercam S350 reconnaissance UAV,UAV,captured,,,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-19/1,2025-09-08T19:58:03+00:00,1
2025-08-19,RU,Infantry fighting vehicles,BTR-82A(M),IFV,destroyed,,,,,,"Turretless, Cope cage",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-19/1,2025-09-08T19:58:03+00:00,1
2025-08-20,RU,Anti-aircraft systems,9A83M2 TELAR (for 9K81M2 S-300V4),AD,destroyed,"Oleksiivka, Polohy raion",47.2739,36.53169,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-20/1,2025-09-08T19:58:06+00:00,1
2025-08-21,RU,Infantry fighting vehicles,BTR-82AT,IFV,destroyed,"Ukrainka, Pokrovsk raion",48.1084,37.096,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-21/1,2025-09-08T19:58:21+00:00,1
2025-08-21,RU,Tanks,T-55A,MBT,destroyed,Donetsk oblast,,,,,"Cope cage, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-21/1,2025-09-08T19:58:21+00:00,1
2025-08-21,RU,Other,Fuel train tank(s),Other,destroyed,"Dzhankoi, Dzhankoi raion",,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-21/1,2025-09-08T19:58:21+00:00,1
2025-08-21,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,Donetsk oblast,,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-21/1,2025-09-08T19:58:21+00:00,1
2025-08-21,RU,Infantry fighting vehicles,BTR-80,IFV,destroyed,Donetsk oblast,,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-21/1,2025-09-08T19:58:21+00:00,1
2025-08-21,RU,Tanks,T-80BVM Obr. 2022,MBT,destroyed,,,,,,Turretless,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-21/1,2025-09-08T19:58:21+00:00,1
2025-08-21,RU,Transport,KamAZ 6x6,Truck,destroyed,,,,,,KUNG,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-21/1,2025-09-08T19:58:21+00:00,1
2025-08-21,RU,Infantry fighting vehicles,Unknown IFV,IFV,destroyed,"Dniproenerhiia, Volnovakha raion",47.934674,36.804971,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-21/1,2025-09-08T19:58:21+00:00,1
2025-08-22,RU,Infantry fighting vehicles,BTR-80 or 82,IFV,destroyed,Kharkiv oblast,,,,,"Cope cage, Additional armour",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-22/1,2025-09-08T19:58:25+00:00,1
2025-08-22,RU,Transport,Ural-4320,Truck,destroyed,"Vozdvyzhenka, Pokrovsk raion",48.297205,37.525304,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-22/1,2025-09-08T19:58:25+00:00,1
2025-08-22,RU,Tanks,T-90M 'Proryv',MBT,destroyed,"Kreminna, Siverskodonetsk raion",,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-22/1,2025-09-08T19:58:25+00:00,1
2025-08-22,RU,Rocket and missile artillery,220mm 9P140-1 combat vehicle (for 9K57-1 'Uragan-1'),MLRS,destroyed,,,,,,Cope cage,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-22/1,2025-09-08T19:58:25+00:00,1
2025-08-22,RU,Infantry fighting vehicles,BMP-2 675-sb3KDZ,IFV,destroyed,"Myrne (Hrodivka hromada), Pokrovsk raion",48.336763,37.42929,,,"Cope cage, Jammer",warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-22/1,2025-09-08T19:58:25+00:00,1
2025-08-23,RU,Transport,Ural-4320,Truck,destroyed,"Tymofiivka, Pokrovsk raion",48.281637,37.509365,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-23/1,2025-09-08T19:58:28+00:00,1
2025-08-24,RU,Towed artillery,152mm 2A36 'Giatsint-B' field gun,TowedArtillery,destroyed,"Chervonopopivka, Siverskodonetsk raion",49.150423,38.096501,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-24/1,2025-09-08T19:58:32+00:00,1
2025-08-24,RU,Towed artillery,152mm 2A36 'Giatsint-B' field gun,TowedArtillery,destroyed,"Chervonopopivka, Siverskodonetsk raion",,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-24/1,2025-09-08T19:58:32+00:00,1
2025-08-24,RU,Towed artillery,152mm 2A36 'Giatsint-B' field gun,TowedArtillery,destroyed,"Chervonopopivka, Siverskodonetsk raion",,,,,,warspotting,https://ukr.warspotting.net/api/losses/russia/2025-08-24/1,2025-09-08T19:58:32+00:00,1
2025-08-25,RU,Transport,Ural-4320,Truck,destroyed,"Zhovte, Pokrovsk raion",48.180163,37.15928,,,,warspotting,,,1
2025-08-25,RU,Towed artillery,152mm 2A36 'Giatsint-B' field gun,TowedArtillery,destroyed,,,,,,,warspotting,,,1
2025-08-26,RU,Engineering,'Zemledeliye' remote mine-laying system,Engineering,destroyed,"Stepove (Rozdol hromada), Vasylivka raion",47.42613,35.60653,,,Cope cage,warspotting,,,1
2025-08-26,RU,Towed artillery,122mm 2A18 D-30 howitzer,TowedArtillery,destroyed,Donetsk oblast,,,,,"Cope cage, Additional armour",warspotting,,,1
2025-08-26,RU,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),MLRS,destroyed,"Krasne, Skadovsk raion",46.12377,32.76246,,,Cope cage,warspotting,,,1
2025-08-26,RU,Infantry fighting vehicles,BTR-80 or 82,IFV,destroyed,,,,,,,warspotting,,,1
2025-08-26,RU,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),MLRS,destroyed,,,,,,,warspotting,,,1
2025-08-26,RU,Transport,Ural-4320,Truck,destroyed,,,,,,"Cope cage, Jammer",warspotting,,,1
2025-08-26,RU,Tanks,Unknown tank,MBT,destroyed,,,,,,"Cope cage, Additional armour",warspotting,,,1
2025-08-26,RU,Self-propelled artillery,122mm 2S1 'Gvozdika',SPG,destroyed,,,,,,Cope cage,warspotting,,,1
2025-08-26,RU,Self-propelled artillery,122mm 2S1 'Gvozdika',SPG,destroyed,,,,,,Cope cage,warspotting,,,1
2025-08-26,RU,Infantry fighting vehicles,Unknown IFV,IFV,destroyed,,,,,,Turtle,warspotting,,,1
2025-08-26,RU,Infantry fighting vehicles,BMP-3,IFV,destroyed,,,,,,Turretless,warspotting,,,1
2025-08-26,RU,Tanks,Unknown tank,MBT,destroyed,,,,,,Turretless,warspotting,,,1
2025-08-26,RU,Tanks,Unknown T-80 Obr. 2022,MBT,destroyed,"Oleksandro-Kalynove, Kramatorsk raion",48.414444,37.659278,,,Cope cage,warspotting,,,1
2025-08-27,RU,Transport,Ural-4320,Truck,destroyed,"Apanasovka, Korenevo raion",51.30268,34.827114,,,Cope cage,warspotting,,,1
2025-08-27,RU,Drones,Supercam S350 reconnaissance UAV,UAV,captured,Sumy oblast,,,,,,warspotting,,,1
2025-08-27,RU,Tanks,T-62*,MBT,destroyed,,,,,,Cope cage,warspotting,,,1
2025-08-27,RU,Infantry fighting vehicles,BMD-4M,IFV,destroyed,,,,,,"Turretless, Shattered, O, V",warspotting,,,1
2025-08-27,RU,"Command posts, communication",R-149BMRg command and staff vehicle,C2,destroyed,"Tokmak, Polohy raion",47.27029,35.72605,,,,warspotting,,,1
2025-08-27,RU,Transport,KamAZ 6x6,Truck,destroyed,,,,,,,warspotting,,,1
2025-08-27,RU,Transport,Ural-4320,Truck,destroyed,,,,,,,warspotting,,,1
2025-08-27,RU,Self-propelled artillery,122mm 2S1 'Gvozdika',SPG,destroyed,Donetsk oblast,,,,,Cope cage,warspotting,,,1
2025-08-27,RU,Anti-aircraft systems,9A310M1-2 TELAR (for 9K37M1-2 'Buk-M1-2'),AD,destroyed,,,,,,,warspotting,,,1
2025-08-28,RU,Infantry fighting vehicles,BTR-82A(M),IFV,destroyed,"Terny, Kramatorsk raion",49.0925,38.02934,,,Cope cage,warspotting,,,1
2025-08-28,RU,Infantry fighting vehicles,BTR-82A(M),IFV,destroyed,"Terny, Kramatorsk raion",49.09257,38.02939,,,Cope cage,warspotting,,,1
2025-08-28,RU,Infantry fighting vehicles,BTR-82A(M),IFV,destroyed,"Terny, Kramatorsk raion",49.09239,38.02941,,,Cope cage,warspotting,,,1
2025-08-28,RU,Transport,Ural-4320,Truck,destroyed,Kursk oblast,,,,,Cope cage,warspotting,,,1
2025-08-28,RU,Transport,Ural-63704-0010 'Tornado-U',Truck,destroyed,"Siverskodonetsk raion, Luhansk oblast",,,,,,warspotting,,,1
2025-08-28,RU,Infantry fighting vehicles,BMP-2 675-sb3KDZ,IFV,destroyed,"Berezivka, Kramatorsk raion",48.33805,37.51997,,,Cope cage,warspotting,,,1
2025-08-28,RU,Infantry fighting vehicles,BMP-2 675-sb3KDZ,IFV,destroyed,"Vodiane Druhe, Kramatorsk raion",48.32095,37.484311,,,"Turretless, Shattered, Cope cage",warspotting,,,1
2025-08-28,RU,Infantry fighting vehicles,Unknown IFV,IFV,destroyed,"Vodiane Druhe, Kramatorsk raion",48.321133,37.484326,,,Turtle,warspotting,,,1
2025-08-28,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,"Vodiane Druhe, Kramatorsk raion",48.321506,37.484399,,,Cope cage,warspotting,,,1
2025-08-28,RU,Infantry fighting vehicles,Unknown IFV,IFV,destroyed,"Vodiane Druhe, Kramatorsk raion",48.321451,37.484285,,,"Cope cage, Jammer",warspotting,,,1
2025-08-29,RU,Towed artillery,130mm 52-P-482 M-46 field gun,TowedArtillery,destroyed,"Kreminna, Siverskodonetsk raion",,,,,,warspotting,,,1
2025-08-29,RU,Infantry fighting vehicles,BMP-3,IFV,abandoned,"Novopokrovka, Polohy raion",47.50501,35.95091,,,"Z, Cope cage, Damaged, Jammer",warspotting,,,1
2025-08-29,RU,Infantry fighting vehicles,BMP-3,IFV,destroyed,"Novopokrovka, Polohy raion",47.5053,35.95023,,,"Turretless, Cope cage, Jammer",warspotting,,,1
2025-08-29,RU,Infantry fighting vehicles,MT-LBM 6MB,IFV,abandoned,"Kopani (Orikhiv hromada), Polohy raion",47.436091,35.73921,291st Guards Motor Rifle Regiment,291st Guards Motor Rifle Regiment,"Cope cage, Damaged",warspotting,,,1
2025-08-29,RU,Tanks,Unknown tank,MBT,destroyed,"Mala Tokmachka, Polohy raion",47.51286,35.93033,,,"Mine plow/roller, Turtle",warspotting,,,1
2025-08-30,RU,Helicopters,Mi-8AMTSh transport helicopter,Helicopter,destroyed,"Simferopol airport, Aeroflotskyi",45.0207042,33.9947901,,,Loitering,warspotting,,,1
2025-08-30,RU,Helicopters,Mi-8MT transport helicopter,Helicopter,damaged,"Simferopol airport, Aeroflotskyi",45.0186222,33.9957001,,,Loitering,warspotting,,,1
2025-08-31,RU,Towed artillery,152mm 2A65 'Msta-B' howitzer,TowedArtillery,destroyed,"Siverskodonetsk raion, Luhansk oblast",,,,,,warspotting,,,1
2025-08-31,RU,Self-propelled artillery,122mm 2S1 'Gvozdika',SPG,destroyed,"Malinovka, Belgorod raion",50.393175,36.330909,,,"Cope cage, Additional armour",warspotting,,,1
2025-08-31,RU,Tanks,T-72B3 Obr. 2016,MBT,destroyed,"Sumy raion, Sumy oblast",,,,,"Turretless, Cope cage",warspotting,,,1
2025-09-01,RU,Tanks,T-80BVM Obr. 2022,MBT,destroyed,"Sumy raion, Sumy oblast",,,,,Cope cage,warspotting,,,1
2025-09-01,RU,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),MLRS,destroyed,"Novoselivske, Svatove raion",49.514238,37.943791,,,"Shattered, Z, Cope cage, ◇, Jammer",warspotting,,,1
2025-09-02,RU,Self-propelled artillery,152mm 2S19 'Msta-S',SPG,destroyed,"Siverskodonetsk raion, Luhansk oblast",,,236th Artillery Brigade,236th Artillery Brigade,,warspotting,,,1
2025-09-02,RU,Transport,KamAZ 6x6 tractor unit,Truck,damaged,"Kadiivka, Alchevsk raion",48.576762,38.624095,,,"Z, ☐, Loitering",warspotting,,,1
2025-09-03,RU,Transport,Ural-4320,Truck,destroyed,Donetsk oblast,,,,,,warspotting,,,1
2025-09-03,RU,Transport,GAZ-66,Truck,destroyed,Donetsk oblast,,,,,,warspotting,,,1
2025-09-03,RU,Transport,Ural-4320,Truck,destroyed,Donetsk oblast,,,,,,warspotting,,,1
2025-09-03,RU,Transport,Ural-4320,Truck,destroyed,Donetsk oblast,,,,,Cope cage,warspotting,,,1
2025-09-03,RU,Transport,Ural-43206,Truck,destroyed,Donetsk oblast,,,,,,warspotting,,,1
2025-09-03,RU,Anti-aircraft systems,9A83M2 TELAR (for 9K81M2 S-300V4),AD,destroyed,"Oleksiivka, Polohy raion",47.266583,36.546,,,,warspotting,,,1
2025-09-04,RU,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),MLRS,destroyed,Donetsk oblast,,,,,Cope cage,warspotting,,,1
2025-09-04,RU,Infantry fighting vehicles,MT-LB,IFV,destroyed,"Myrnohrad, Pokrovsk raion",48.30515,37.30666,,,"Jammer, Turtle",warspotting,,,1
2025-09-04,RU,Tanks,T-72*,MBT,destroyed,"Pokrovsk raion, Donetsk oblast",,,,,Turtle,warspotting,,,1
2025-09-05,RU,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),MLRS,destroyed,"Bakhmutske, Bakhmut raion",48.653455,38.10233,,,,warspotting,,,1
2025-09-05,RU,Anti-aircraft systems,9A310M1-2 TELAR (for 9K37M1-2 'Buk-M1-2'),AD,destroyed,"Bohoiavlenka, Volnovakha raion",47.848437,37.225701,,,,warspotting,,,1
2025-09-05,RU,Rocket and missile artillery,220mm 9P140 BM-27 (for 9K57 'Uragan'),MLRS,destroyed,"Netailove, Pokrovsk raion",48.103676,37.544091,,,Cope cage,warspotting,,,1
2025-09-05,RU,"Ambulances, medical vehicles",AS-4350 medical vehicle,"Ambulances, medical vehicles",destroyed,,,,,,KUNG,warspotting,,,1
2025-09-07,RU,Transport,ATS-59G artillery tractor,Truck,destroyed,Donetsk oblast,,,,,"Cope cage, Jammer",warspotting,,,1
